id_nota,nota,fecha_registro,id_postulante,id_docente,id_materia,id_examen
2443,74.00,"2024-09-20 10:00:00",244,24,3,1
2444,69.00,"2024-09-20 10:00:00",244,24,3,2
2445,74.00,"2024-09-20 10:00:00",244,24,3,3
2446,71.00,"2024-09-20 10:00:00",244,27,4,1
2447,76.00,"2024-09-20 10:00:00",244,27,4,2
2448,81.00,"2024-09-20 10:00:00",244,27,4,3
2449,73.00,"2024-09-20 10:00:00",245,24,1,1
2450,68.00,"2024-09-20 10:00:00",245,24,1,2
2451,73.00,"2024-09-20 10:00:00",245,24,1,3
2452,70.00,"2024-09-20 10:00:00",245,24,2,1
2453,75.00,"2024-09-20 10:00:00",245,24,2,2
2454,80.00,"2024-09-20 10:00:00",245,24,2,3
2455,77.00,"2024-09-20 10:00:00",245,24,3,1
2456,82.00,"2024-09-20 10:00:00",245,24,3,2
2457,87.00,"2024-09-20 10:00:00",245,24,3,3
2458,84.00,"2024-09-20 10:00:00",245,27,4,1
2459,89.00,"2024-09-20 10:00:00",245,27,4,2
2460,94.00,"2024-09-20 10:00:00",245,27,4,3
2461,76.00,"2024-09-20 10:00:00",246,24,1,1
2462,81.00,"2024-09-20 10:00:00",246,24,1,2
2463,86.00,"2024-09-20 10:00:00",246,24,1,3
2464,83.00,"2024-09-20 10:00:00",246,24,2,1
2465,88.00,"2024-09-20 10:00:00",246,24,2,2
2466,93.00,"2024-09-20 10:00:00",246,24,2,3
2467,90.00,"2024-09-20 10:00:00",246,24,3,1
2468,95.00,"2024-09-20 10:00:00",246,24,3,2
2469,70.00,"2024-09-20 10:00:00",246,24,3,3
2470,67.00,"2024-09-20 10:00:00",246,27,4,1
2471,72.00,"2024-09-20 10:00:00",246,27,4,2
2472,77.00,"2024-09-20 10:00:00",246,27,4,3
2473,85.00,"2024-09-20 10:00:00",247,24,1,1
2474,90.00,"2024-09-20 10:00:00",247,24,1,2
2475,66.00,"2024-09-20 10:00:00",247,24,1,3
2476,63.00,"2024-09-20 10:00:00",247,24,2,1
2477,68.00,"2024-09-20 10:00:00",247,24,2,2
2478,73.00,"2024-09-20 10:00:00",247,24,2,3
2479,70.00,"2024-09-20 10:00:00",247,24,3,1
2480,75.00,"2024-09-20 10:00:00",247,24,3,2
2481,80.00,"2024-09-20 10:00:00",247,24,3,3
2482,46.00,"2024-09-20 10:00:00",247,27,4,1
2483,51.00,"2024-09-20 10:00:00",247,27,4,2
2484,38.00,"2024-09-20 10:00:00",247,27,4,3
2485,38.00,"2024-09-20 10:00:00",248,24,1,1
2486,43.00,"2024-09-20 10:00:00",248,24,1,2
2487,48.00,"2024-09-20 10:00:00",248,24,1,3
2488,76.00,"2024-09-20 10:00:00",248,24,2,1
2489,81.00,"2024-09-20 10:00:00",248,24,2,2
2490,86.00,"2024-09-20 10:00:00",248,24,2,3
2491,83.00,"2024-09-20 10:00:00",248,24,3,1
2492,88.00,"2024-09-20 10:00:00",248,24,3,2
2493,64.00,"2024-09-20 10:00:00",248,24,3,3
2494,90.00,"2024-09-20 10:00:00",248,27,4,1
2495,66.00,"2024-09-20 10:00:00",248,27,4,2
2496,71.00,"2024-09-20 10:00:00",248,27,4,3
2497,82.00,"2024-09-20 10:00:00",249,24,1,1
2498,87.00,"2024-09-20 10:00:00",249,24,1,2
2499,63.00,"2024-09-20 10:00:00",249,24,1,3
2500,40.00,"2024-09-20 10:00:00",249,24,2,1
2501,45.00,"2024-09-20 10:00:00",249,24,2,2
2502,50.00,"2024-09-20 10:00:00",249,24,2,3
2503,67.00,"2024-09-20 10:00:00",249,24,3,1
2504,72.00,"2024-09-20 10:00:00",249,24,3,2
2505,77.00,"2024-09-20 10:00:00",249,24,3,3
2506,74.00,"2024-09-20 10:00:00",249,27,4,1
2507,79.00,"2024-09-20 10:00:00",249,27,4,2
2508,84.00,"2024-09-20 10:00:00",249,27,4,3
2509,66.00,"2024-09-20 10:00:00",250,24,1,1
2510,71.00,"2024-09-20 10:00:00",250,24,1,2
2511,76.00,"2024-09-20 10:00:00",250,24,1,3
2512,73.00,"2024-09-20 10:00:00",250,24,2,1
2513,78.00,"2024-09-20 10:00:00",250,24,2,2
2514,83.00,"2024-09-20 10:00:00",250,24,2,3
2515,42.00,"2024-09-20 10:00:00",250,24,3,1
2516,47.00,"2024-09-20 10:00:00",250,24,3,2
2517,52.00,"2024-09-20 10:00:00",250,24,3,3
2518,87.00,"2024-09-20 10:00:00",250,27,4,1
2519,63.00,"2024-09-20 10:00:00",250,27,4,2
2520,68.00,"2024-09-20 10:00:00",250,27,4,3
2521,79.00,"2024-09-20 10:00:00",251,24,1,1
2522,84.00,"2024-09-20 10:00:00",251,24,1,2
2523,89.00,"2024-09-20 10:00:00",251,24,1,3
2524,86.00,"2024-09-20 10:00:00",251,24,2,1
2525,62.00,"2024-09-20 10:00:00",251,24,2,2
2526,67.00,"2024-09-20 10:00:00",251,24,2,3
2527,64.00,"2024-09-20 10:00:00",251,24,3,1
2528,69.00,"2024-09-20 10:00:00",251,24,3,2
2529,74.00,"2024-09-20 10:00:00",251,24,3,3
2530,44.00,"2024-09-20 10:00:00",251,27,4,1
2531,39.00,"2024-09-20 10:00:00",251,27,4,2
2532,44.00,"2024-09-20 10:00:00",251,27,4,3
2533,94.00,"2024-09-20 10:00:00",252,24,1,1
2534,69.00,"2024-09-20 10:00:00",252,24,1,2
2535,74.00,"2024-09-20 10:00:00",252,24,1,3
2536,71.00,"2024-09-20 10:00:00",252,24,2,1
2537,66.00,"2024-09-20 10:00:00",252,24,2,2
2538,71.00,"2024-09-20 10:00:00",252,24,2,3
2539,68.00,"2024-09-20 10:00:00",252,24,3,1
2540,73.00,"2024-09-20 10:00:00",252,24,3,2
2541,78.00,"2024-09-20 10:00:00",252,24,3,3
2542,75.00,"2024-09-20 10:00:00",252,27,4,1
2543,80.00,"2024-09-20 10:00:00",252,27,4,2
2544,85.00,"2024-09-20 10:00:00",252,27,4,3
2545,67.00,"2024-09-20 10:00:00",253,24,1,1
2546,72.00,"2024-09-20 10:00:00",253,24,1,2
2547,77.00,"2024-09-20 10:00:00",253,24,1,3
2548,74.00,"2024-09-20 10:00:00",253,24,2,1
2549,79.00,"2024-09-20 10:00:00",253,24,2,2
2550,84.00,"2024-09-20 10:00:00",253,24,2,3
2551,81.00,"2024-09-20 10:00:00",253,24,3,1
2552,86.00,"2024-09-20 10:00:00",253,24,3,2
2553,91.00,"2024-09-20 10:00:00",253,24,3,3
2554,88.00,"2024-09-20 10:00:00",253,27,4,1
2555,93.00,"2024-09-20 10:00:00",253,27,4,2
2556,68.00,"2024-09-20 10:00:00",253,27,4,3
2557,80.00,"2024-09-20 10:00:00",254,24,1,1
2558,85.00,"2024-09-20 10:00:00",254,24,1,2
2559,90.00,"2024-09-20 10:00:00",254,24,1,3
2560,87.00,"2024-09-20 10:00:00",254,24,2,1
2561,92.00,"2024-09-20 10:00:00",254,24,2,2
2562,67.00,"2024-09-20 10:00:00",254,24,2,3
2563,94.00,"2024-09-20 10:00:00",254,24,3,1
2564,69.00,"2024-09-20 10:00:00",254,24,3,2
2565,74.00,"2024-09-20 10:00:00",254,24,3,3
2566,71.00,"2024-09-20 10:00:00",254,27,4,1
2567,76.00,"2024-09-20 10:00:00",254,27,4,2
2568,81.00,"2024-09-20 10:00:00",254,27,4,3
2569,93.00,"2024-09-20 10:00:00",255,24,1,1
2570,68.00,"2024-09-20 10:00:00",255,24,1,2
2571,73.00,"2024-09-20 10:00:00",255,24,1,3
2572,70.00,"2024-09-20 10:00:00",255,24,2,1
2573,75.00,"2024-09-20 10:00:00",255,24,2,2
2574,80.00,"2024-09-20 10:00:00",255,24,2,3
2575,77.00,"2024-09-20 10:00:00",255,24,3,1
2576,82.00,"2024-09-20 10:00:00",255,24,3,2
2577,87.00,"2024-09-20 10:00:00",255,24,3,3
2578,84.00,"2024-09-20 10:00:00",255,27,4,1
2579,89.00,"2024-09-20 10:00:00",255,27,4,2
2580,94.00,"2024-09-20 10:00:00",255,27,4,3
2581,42.00,"2024-09-20 10:00:00",256,24,1,1
2582,47.00,"2024-09-20 10:00:00",256,24,1,2
2583,52.00,"2024-09-20 10:00:00",256,24,1,3
2584,80.00,"2024-09-20 10:00:00",256,24,2,1
2585,85.00,"2024-09-20 10:00:00",256,24,2,2
2586,90.00,"2024-09-20 10:00:00",256,24,2,3
2587,87.00,"2024-09-20 10:00:00",256,24,3,1
2588,63.00,"2024-09-20 10:00:00",256,24,3,2
2589,68.00,"2024-09-20 10:00:00",256,24,3,3
2590,65.00,"2024-09-20 10:00:00",256,27,4,1
2591,70.00,"2024-09-20 10:00:00",256,27,4,2
2592,75.00,"2024-09-20 10:00:00",256,27,4,3
2593,86.00,"2024-09-20 10:00:00",257,24,1,1
2594,62.00,"2024-09-20 10:00:00",257,24,1,2
2595,67.00,"2024-09-20 10:00:00",257,24,1,3
2596,44.00,"2024-09-20 10:00:00",257,24,2,1
2597,49.00,"2024-09-20 10:00:00",257,24,2,2
2598,54.00,"2024-09-20 10:00:00",257,24,2,3
2599,71.00,"2024-09-20 10:00:00",257,24,3,1
2600,76.00,"2024-09-20 10:00:00",257,24,3,2
2601,81.00,"2024-09-20 10:00:00",257,24,3,3
2602,78.00,"2024-09-20 10:00:00",257,27,4,1
2603,83.00,"2024-09-20 10:00:00",257,27,4,2
2604,88.00,"2024-09-20 10:00:00",257,27,4,3
2605,70.00,"2024-09-20 10:00:00",258,24,1,1
2606,75.00,"2024-09-20 10:00:00",258,24,1,2
2607,80.00,"2024-09-20 10:00:00",258,24,1,3
2608,77.00,"2024-09-20 10:00:00",258,24,2,1
2609,82.00,"2024-09-20 10:00:00",258,24,2,2
2610,87.00,"2024-09-20 10:00:00",258,24,2,3
2611,46.00,"2024-09-20 10:00:00",258,24,3,1
2612,51.00,"2024-09-20 10:00:00",258,24,3,2
2613,38.00,"2024-09-20 10:00:00",258,24,3,3
2614,62.00,"2024-09-20 10:00:00",258,27,4,1
2615,67.00,"2024-09-20 10:00:00",258,27,4,2
2616,72.00,"2024-09-20 10:00:00",258,27,4,3
2617,83.00,"2024-09-20 10:00:00",259,24,1,1
2618,88.00,"2024-09-20 10:00:00",259,24,1,2
2619,64.00,"2024-09-20 10:00:00",259,24,1,3
2620,90.00,"2024-09-20 10:00:00",259,24,2,1
2621,66.00,"2024-09-20 10:00:00",259,24,2,2
2622,71.00,"2024-09-20 10:00:00",259,24,2,3
2623,68.00,"2024-09-20 10:00:00",259,24,3,1
2624,73.00,"2024-09-20 10:00:00",259,24,3,2
2625,65.00,"2024-09-20 10:00:00",259,24,3,3
2626,38.00,"2024-09-20 10:00:00",259,27,4,1
2627,43.00,"2024-09-20 10:00:00",259,27,4,2
2628,48.00,"2024-09-20 10:00:00",259,27,4,3
2629,68.00,"2024-09-20 10:00:00",260,24,1,1
2630,73.00,"2024-09-20 10:00:00",260,24,1,2
2631,68.00,"2024-09-20 10:00:00",260,24,1,3
2632,75.00,"2024-09-20 10:00:00",260,24,2,1
2633,70.00,"2024-09-20 10:00:00",260,24,2,2
2634,75.00,"2024-09-20 10:00:00",260,24,2,3
2635,72.00,"2024-09-20 10:00:00",260,24,3,1
2636,77.00,"2024-09-20 10:00:00",260,24,3,2
2637,82.00,"2024-09-20 10:00:00",260,24,3,3
2638,79.00,"2024-09-20 10:00:00",260,27,4,1
2639,84.00,"2024-09-20 10:00:00",260,27,4,2
2640,89.00,"2024-09-20 10:00:00",260,27,4,3
2641,71.00,"2024-09-20 10:00:00",261,24,1,1
2642,76.00,"2024-09-20 10:00:00",261,24,1,2
2643,81.00,"2024-09-20 10:00:00",261,24,1,3
2644,78.00,"2024-09-20 10:00:00",261,24,2,1
2645,83.00,"2024-09-20 10:00:00",261,24,2,2
2646,88.00,"2024-09-20 10:00:00",261,24,2,3
2647,85.00,"2024-09-20 10:00:00",261,24,3,1
2648,90.00,"2024-09-20 10:00:00",261,24,3,2
2649,95.00,"2024-09-20 10:00:00",261,24,3,3
2650,92.00,"2024-09-20 10:00:00",261,27,4,1
2651,67.00,"2024-09-20 10:00:00",261,27,4,2
2652,72.00,"2024-09-20 10:00:00",261,27,4,3
2653,84.00,"2024-09-20 10:00:00",262,24,1,1
2654,89.00,"2024-09-20 10:00:00",262,24,1,2
2655,94.00,"2024-09-20 10:00:00",262,24,1,3
2656,91.00,"2024-09-20 10:00:00",262,24,2,1
2657,66.00,"2024-09-20 10:00:00",262,24,2,2
2658,71.00,"2024-09-20 10:00:00",262,24,2,3
2659,68.00,"2024-09-20 10:00:00",262,24,3,1
2660,73.00,"2024-09-20 10:00:00",262,24,3,2
2661,78.00,"2024-09-20 10:00:00",262,24,3,3
2662,75.00,"2024-09-20 10:00:00",262,27,4,1
2663,80.00,"2024-09-20 10:00:00",262,27,4,2
2664,85.00,"2024-09-20 10:00:00",262,27,4,3
2665,67.00,"2024-09-20 10:00:00",263,24,1,1
2666,72.00,"2024-09-20 10:00:00",263,24,1,2
2667,77.00,"2024-09-20 10:00:00",263,24,1,3
2668,74.00,"2024-09-20 10:00:00",263,24,2,1
2669,79.00,"2024-09-20 10:00:00",263,24,2,2
2670,84.00,"2024-09-20 10:00:00",263,24,2,3
2671,81.00,"2024-09-20 10:00:00",263,24,3,1
2672,86.00,"2024-09-20 10:00:00",263,24,3,2
2673,91.00,"2024-09-20 10:00:00",263,24,3,3
2674,88.00,"2024-09-20 10:00:00",263,27,4,1
2675,93.00,"2024-09-20 10:00:00",263,27,4,2
2676,68.00,"2024-09-20 10:00:00",263,27,4,3
2677,46.00,"2024-09-20 10:00:00",264,24,1,1
2678,51.00,"2024-09-20 10:00:00",264,24,1,2
2679,38.00,"2024-09-20 10:00:00",264,24,1,3
2680,84.00,"2024-09-20 10:00:00",264,24,2,1
2681,89.00,"2024-09-20 10:00:00",264,24,2,2
2682,65.00,"2024-09-20 10:00:00",264,24,2,3
2683,62.00,"2024-09-20 10:00:00",264,24,3,1
2684,67.00,"2024-09-20 10:00:00",264,24,3,2
2685,72.00,"2024-09-20 10:00:00",264,24,3,3
2686,69.00,"2024-09-20 10:00:00",264,27,4,1
2687,74.00,"2024-09-20 10:00:00",264,27,4,2
2688,79.00,"2024-09-20 10:00:00",264,27,4,3
2689,90.00,"2024-09-20 10:00:00",265,24,1,1
2690,66.00,"2024-09-20 10:00:00",265,24,1,2
2691,71.00,"2024-09-20 10:00:00",265,24,1,3
2692,48.00,"2024-09-20 10:00:00",265,24,2,1
2693,53.00,"2024-09-20 10:00:00",265,24,2,2
2694,40.00,"2024-09-20 10:00:00",265,24,2,3
2695,75.00,"2024-09-20 10:00:00",265,24,3,1
2696,80.00,"2024-09-20 10:00:00",265,24,3,2
2697,85.00,"2024-09-20 10:00:00",265,24,3,3
2698,82.00,"2024-09-20 10:00:00",265,27,4,1
2699,87.00,"2024-09-20 10:00:00",265,27,4,2
2700,63.00,"2024-09-20 10:00:00",265,27,4,3
2701,74.00,"2024-09-20 10:00:00",266,24,1,1
2702,79.00,"2024-09-20 10:00:00",266,24,1,2
2703,84.00,"2024-09-20 10:00:00",266,24,1,3
2704,81.00,"2024-09-20 10:00:00",266,24,2,1
2705,86.00,"2024-09-20 10:00:00",266,24,2,2
2706,62.00,"2024-09-20 10:00:00",266,24,2,3
2707,50.00,"2024-09-20 10:00:00",266,24,3,1
2708,55.00,"2024-09-20 10:00:00",266,24,3,2
2709,42.00,"2024-09-20 10:00:00",266,24,3,3
2710,66.00,"2024-09-20 10:00:00",266,27,4,1
2711,71.00,"2024-09-20 10:00:00",266,27,4,2
2712,63.00,"2024-09-20 10:00:00",266,27,4,3
2713,87.00,"2024-09-20 10:00:00",267,24,1,1
2714,63.00,"2024-09-20 10:00:00",267,24,1,2
2715,68.00,"2024-09-20 10:00:00",267,24,1,3
2716,65.00,"2024-09-20 10:00:00",267,24,2,1
2717,70.00,"2024-09-20 10:00:00",267,24,2,2
2718,62.00,"2024-09-20 10:00:00",267,24,2,3
2719,72.00,"2024-09-20 10:00:00",267,24,3,1
2720,64.00,"2024-09-20 10:00:00",267,24,3,2
2721,69.00,"2024-09-20 10:00:00",267,24,3,3
2722,42.00,"2024-09-20 10:00:00",267,27,4,1
2723,47.00,"2024-09-20 10:00:00",267,27,4,2
2724,52.00,"2024-09-20 10:00:00",267,27,4,3
2725,72.00,"2024-09-20 10:00:00",268,24,1,1
2726,67.00,"2024-09-20 10:00:00",268,24,1,2
2727,72.00,"2024-09-20 10:00:00",268,24,1,3
2728,69.00,"2024-09-20 10:00:00",268,24,2,1
2729,74.00,"2024-09-20 10:00:00",268,24,2,2
2730,79.00,"2024-09-20 10:00:00",268,24,2,3
2731,76.00,"2024-09-20 10:00:00",268,24,3,1
2732,81.00,"2024-09-20 10:00:00",268,24,3,2
2733,86.00,"2024-09-20 10:00:00",268,24,3,3
2734,83.00,"2024-09-20 10:00:00",268,27,4,1
2735,88.00,"2024-09-20 10:00:00",268,27,4,2
2736,93.00,"2024-09-20 10:00:00",268,27,4,3
2737,75.00,"2024-09-20 10:00:00",269,24,1,1
2738,80.00,"2024-09-20 10:00:00",269,24,1,2
2739,85.00,"2024-09-20 10:00:00",269,24,1,3
2740,82.00,"2024-09-20 10:00:00",269,24,2,1
2741,87.00,"2024-09-20 10:00:00",269,24,2,2
2742,92.00,"2024-09-20 10:00:00",269,24,2,3
2743,89.00,"2024-09-20 10:00:00",269,24,3,1
2744,94.00,"2024-09-20 10:00:00",269,24,3,2
2745,69.00,"2024-09-20 10:00:00",269,24,3,3
2746,66.00,"2024-09-20 10:00:00",269,27,4,1
2747,71.00,"2024-09-20 10:00:00",269,27,4,2
2748,76.00,"2024-09-20 10:00:00",269,27,4,3
2749,88.00,"2024-09-20 10:00:00",270,24,1,1
2750,93.00,"2024-09-20 10:00:00",270,24,1,2
2751,68.00,"2024-09-20 10:00:00",270,24,1,3
2752,95.00,"2024-09-20 10:00:00",270,24,2,1
2753,70.00,"2024-09-20 10:00:00",270,24,2,2
2754,75.00,"2024-09-20 10:00:00",270,24,2,3
2755,72.00,"2024-09-20 10:00:00",270,24,3,1
2756,77.00,"2024-09-20 10:00:00",270,24,3,2
2757,82.00,"2024-09-20 10:00:00",270,24,3,3
2758,79.00,"2024-09-20 10:00:00",270,27,4,1
2759,84.00,"2024-09-20 10:00:00",270,27,4,2
2760,89.00,"2024-09-20 10:00:00",270,27,4,3
2761,71.00,"2024-09-20 10:00:00",271,24,1,1
2762,76.00,"2024-09-20 10:00:00",271,24,1,2
2763,81.00,"2024-09-20 10:00:00",271,24,1,3
2764,78.00,"2024-09-20 10:00:00",271,24,2,1
2765,83.00,"2024-09-20 10:00:00",271,24,2,2
2766,88.00,"2024-09-20 10:00:00",271,24,2,3
2767,85.00,"2024-09-20 10:00:00",271,24,3,1
2768,90.00,"2024-09-20 10:00:00",271,24,3,2
2769,95.00,"2024-09-20 10:00:00",271,24,3,3
2770,92.00,"2024-09-20 10:00:00",271,27,4,1
2771,67.00,"2024-09-20 10:00:00",271,27,4,2
2772,72.00,"2024-09-20 10:00:00",271,27,4,3
2773,50.00,"2024-09-20 10:00:00",272,24,1,1
2774,55.00,"2024-09-20 10:00:00",272,24,1,2
2775,42.00,"2024-09-20 10:00:00",272,24,1,3
2776,88.00,"2024-09-20 10:00:00",272,24,2,1
2777,64.00,"2024-09-20 10:00:00",272,24,2,2
2778,69.00,"2024-09-20 10:00:00",272,24,2,3
2779,66.00,"2024-09-20 10:00:00",272,24,3,1
2780,71.00,"2024-09-20 10:00:00",272,24,3,2
2781,76.00,"2024-09-20 10:00:00",272,24,3,3
2782,73.00,"2024-09-20 10:00:00",272,27,4,1
2783,78.00,"2024-09-20 10:00:00",272,27,4,2
2784,83.00,"2024-09-20 10:00:00",272,27,4,3
2785,65.00,"2024-09-20 10:00:00",273,24,1,1
2786,70.00,"2024-09-20 10:00:00",273,24,1,2
2787,75.00,"2024-09-20 10:00:00",273,24,1,3
2788,52.00,"2024-09-20 10:00:00",273,24,2,1
2789,39.00,"2024-09-20 10:00:00",273,24,2,2
2790,44.00,"2024-09-20 10:00:00",273,24,2,3
2791,79.00,"2024-09-20 10:00:00",273,24,3,1
2792,84.00,"2024-09-20 10:00:00",273,24,3,2
2793,89.00,"2024-09-20 10:00:00",273,24,3,3
2794,86.00,"2024-09-20 10:00:00",273,27,4,1
2795,62.00,"2024-09-20 10:00:00",273,27,4,2
2796,67.00,"2024-09-20 10:00:00",273,27,4,3
2797,78.00,"2024-09-20 10:00:00",274,24,1,1
2798,83.00,"2024-09-20 10:00:00",274,24,1,2
2799,88.00,"2024-09-20 10:00:00",274,24,1,3
2800,85.00,"2024-09-20 10:00:00",274,24,2,1
2801,90.00,"2024-09-20 10:00:00",274,24,2,2
2802,66.00,"2024-09-20 10:00:00",274,24,2,3
2803,54.00,"2024-09-20 10:00:00",274,24,3,1
2804,41.00,"2024-09-20 10:00:00",274,24,3,2
2805,46.00,"2024-09-20 10:00:00",274,24,3,3
2806,70.00,"2024-09-20 10:00:00",274,27,4,1
2807,62.00,"2024-09-20 10:00:00",274,27,4,2
2808,67.00,"2024-09-20 10:00:00",274,27,4,3
2809,62.00,"2024-09-20 10:00:00",275,24,1,1
2810,67.00,"2024-09-20 10:00:00",275,24,1,2
2811,72.00,"2024-09-20 10:00:00",275,24,1,3
2812,69.00,"2024-09-20 10:00:00",275,24,2,1
2813,74.00,"2024-09-20 10:00:00",275,24,2,2
2814,66.00,"2024-09-20 10:00:00",275,24,2,3
2815,63.00,"2024-09-20 10:00:00",275,24,3,1
2816,68.00,"2024-09-20 10:00:00",275,24,3,2
2817,73.00,"2024-09-20 10:00:00",275,24,3,3
2818,46.00,"2024-09-20 10:00:00",275,27,4,1
2819,51.00,"2024-09-20 10:00:00",275,27,4,2
2820,38.00,"2024-09-20 10:00:00",275,27,4,3
2821,66.00,"2024-09-20 10:00:00",276,24,1,1
2822,71.00,"2024-09-20 10:00:00",276,24,1,2
2823,76.00,"2024-09-20 10:00:00",276,24,1,3
2824,73.00,"2024-09-20 10:00:00",276,24,2,1
2825,78.00,"2024-09-20 10:00:00",276,24,2,2
2826,83.00,"2024-09-20 10:00:00",276,24,2,3
2827,80.00,"2024-09-20 10:00:00",276,24,3,1
2828,85.00,"2024-09-20 10:00:00",276,24,3,2
2829,90.00,"2024-09-20 10:00:00",276,24,3,3
2830,87.00,"2024-09-20 10:00:00",276,27,4,1
2831,92.00,"2024-09-20 10:00:00",276,27,4,2
2832,67.00,"2024-09-20 10:00:00",276,27,4,3
2833,79.00,"2024-09-20 10:00:00",277,24,1,1
2834,84.00,"2024-09-20 10:00:00",277,24,1,2
2835,89.00,"2024-09-20 10:00:00",277,24,1,3
2836,86.00,"2024-09-20 10:00:00",277,24,2,1
2837,91.00,"2024-09-20 10:00:00",277,24,2,2
2838,66.00,"2024-09-20 10:00:00",277,24,2,3
2839,93.00,"2024-09-20 10:00:00",277,24,3,1
2840,68.00,"2024-09-20 10:00:00",277,24,3,2
2841,73.00,"2024-09-20 10:00:00",277,24,3,3
2842,70.00,"2024-09-20 10:00:00",277,27,4,1
2843,75.00,"2024-09-20 10:00:00",277,27,4,2
2844,80.00,"2024-09-20 10:00:00",277,27,4,3
2845,92.00,"2024-09-20 10:00:00",278,24,1,1
2846,67.00,"2024-09-20 10:00:00",278,24,1,2
2847,72.00,"2024-09-20 10:00:00",278,24,1,3
2848,69.00,"2024-09-20 10:00:00",278,24,2,1
2849,74.00,"2024-09-20 10:00:00",278,24,2,2
2850,79.00,"2024-09-20 10:00:00",278,24,2,3
2851,76.00,"2024-09-20 10:00:00",278,24,3,1
2852,81.00,"2024-09-20 10:00:00",278,24,3,2
2853,86.00,"2024-09-20 10:00:00",278,24,3,3
2854,83.00,"2024-09-20 10:00:00",278,27,4,1
2855,88.00,"2024-09-20 10:00:00",278,27,4,2
2856,93.00,"2024-09-20 10:00:00",278,27,4,3
2857,75.00,"2024-09-20 10:00:00",279,24,1,1
2858,80.00,"2024-09-20 10:00:00",279,24,1,2
2859,85.00,"2024-09-20 10:00:00",279,24,1,3
2860,82.00,"2024-09-20 10:00:00",279,24,2,1
2861,87.00,"2024-09-20 10:00:00",279,24,2,2
2862,92.00,"2024-09-20 10:00:00",279,24,2,3
2863,89.00,"2024-09-20 10:00:00",279,24,3,1
2864,94.00,"2024-09-20 10:00:00",279,24,3,2
2865,69.00,"2024-09-20 10:00:00",279,24,3,3
2866,66.00,"2024-09-20 10:00:00",279,27,4,1
2867,71.00,"2024-09-20 10:00:00",279,27,4,2
2868,76.00,"2024-09-20 10:00:00",279,27,4,3
2869,54.00,"2024-09-20 10:00:00",280,24,1,1
2870,41.00,"2024-09-20 10:00:00",280,24,1,2
2871,46.00,"2024-09-20 10:00:00",280,24,1,3
2872,63.00,"2024-09-20 10:00:00",280,24,2,1
2873,68.00,"2024-09-20 10:00:00",280,24,2,2
2874,73.00,"2024-09-20 10:00:00",280,24,2,3
2875,70.00,"2024-09-20 10:00:00",280,24,3,1
2876,75.00,"2024-09-20 10:00:00",280,24,3,2
2877,80.00,"2024-09-20 10:00:00",280,24,3,3
2878,77.00,"2024-09-20 10:00:00",280,27,4,1
2879,82.00,"2024-09-20 10:00:00",280,27,4,2
2880,87.00,"2024-09-20 10:00:00",280,27,4,3
2881,69.00,"2024-09-20 10:00:00",281,28,1,1
2882,74.00,"2024-09-20 10:00:00",281,28,1,2
2883,79.00,"2024-09-20 10:00:00",281,28,1,3
2884,38.00,"2024-09-20 10:00:00",281,25,2,1
2885,43.00,"2024-09-20 10:00:00",281,25,2,2
2886,48.00,"2024-09-20 10:00:00",281,25,2,3
2887,83.00,"2024-09-20 10:00:00",281,26,3,1
2888,88.00,"2024-09-20 10:00:00",281,26,3,2
2889,64.00,"2024-09-20 10:00:00",281,26,3,3
2890,90.00,"2024-09-20 10:00:00",281,34,4,1
2891,66.00,"2024-09-20 10:00:00",281,34,4,2
2892,71.00,"2024-09-20 10:00:00",281,34,4,3
2893,82.00,"2024-09-20 10:00:00",282,28,1,1
2894,87.00,"2024-09-20 10:00:00",282,28,1,2
2895,63.00,"2024-09-20 10:00:00",282,28,1,3
2896,89.00,"2024-09-20 10:00:00",282,25,2,1
2897,65.00,"2024-09-20 10:00:00",282,25,2,2
2898,70.00,"2024-09-20 10:00:00",282,25,2,3
2899,40.00,"2024-09-20 10:00:00",282,26,3,1
2900,45.00,"2024-09-20 10:00:00",282,26,3,2
2901,40.00,"2024-09-20 10:00:00",282,26,3,3
2902,74.00,"2024-09-20 10:00:00",282,34,4,1
2903,66.00,"2024-09-20 10:00:00",282,34,4,2
2904,71.00,"2024-09-20 10:00:00",282,34,4,3
2905,66.00,"2024-09-20 10:00:00",283,28,1,1
2906,71.00,"2024-09-20 10:00:00",283,28,1,2
2907,63.00,"2024-09-20 10:00:00",283,28,1,3
2908,73.00,"2024-09-20 10:00:00",283,25,2,1
2909,65.00,"2024-09-20 10:00:00",283,25,2,2
2910,70.00,"2024-09-20 10:00:00",283,25,2,3
2911,67.00,"2024-09-20 10:00:00",283,26,3,1
2912,72.00,"2024-09-20 10:00:00",283,26,3,2
2913,77.00,"2024-09-20 10:00:00",283,26,3,3
2914,50.00,"2024-09-20 10:00:00",283,34,4,1
2915,55.00,"2024-09-20 10:00:00",283,34,4,2
2916,42.00,"2024-09-20 10:00:00",283,34,4,3
2917,70.00,"2024-09-20 10:00:00",284,28,1,1
2918,75.00,"2024-09-20 10:00:00",284,28,1,2
2919,80.00,"2024-09-20 10:00:00",284,28,1,3
2920,77.00,"2024-09-20 10:00:00",284,25,2,1
2921,82.00,"2024-09-20 10:00:00",284,25,2,2
2922,87.00,"2024-09-20 10:00:00",284,25,2,3
2923,84.00,"2024-09-20 10:00:00",284,26,3,1
